Unique ID,Agency,Chapter or Office Name,Office Type,Office Type 2,LongName,Website,Phone Number Advertise Google,Hours of Operation,Main Contact,Contact Email,CSC/CM First Name,CSC/CM Last Name,AMS First Name,AMS Last Name,IT Contact,IT Email,IT Phone,PO Box,Address,City,State,ZIP,Latitude,Longitude,Elevation,Plus Code,Google Maps,GPS Source,Phone 1,Phone 2,NN Branch,Division,Driving Directions,Office Number/Location,Building Name/None,Chapter LGA,In-House IT,3rd Party IT,Emergency Response Team,Survey Conducted by,Survey Date,Title,Email,Surveyor Phone,Acknowledged by,Contact Title,Section2,Internet Provider,Internet Speed Contract (down),Internet Speed Contract (up),Internet Speed Contract (original), Internet MRC* , Cost /mb contract , Cost/mb tested ,Survey/Comments,Media,My IP Address,Internet Speed Test Trial 1 (down),Internet Speed Test Trial 1 (up),Tested To,Internet Speed Test Trial 2 (down),Internet Speed Test Trial 2 (up),Tested to2,Internet Speed Test Trial 3 (down),Internet Speed Test Trial 3 (up),Average Trial DL,Average Trial UL,Tested to3,Trace route to navajo-nsn.gov,Trace route to www.google.com,Trace route to www.nnoc.org,Phone Provider,Phone Lines Qty, Phone MRC* , Average MRC per line , Survey/ Comments ,Phone Media,VoIP,# of Trunks,VoIP MRC*,VoIP Media,Two Way Radio,Model,Purpose,Fiber Optic,Comments  Fiber Optics,Cellular Service Available,Operators,Emergency Call,Media Emergency ,Who is receiving the call?,Comments Network Services,Section3,Existing Network Cabling,Number of Network Drops,Comments Net Cabling,Routers,Routers Qty,Comments Routers,Switches,Switches Qty,Comments Switches,Firewall,Firewall Qty,Comments Firewall,Wi-Fi APs,AP Qty,Public Wi-Fi,Computers,Computers Qty,Public Access Wi-Fi,Comments Computers,Printers,Qty,Public Access Computers,Comments PC printers,Faxes,Fax Lines Qty,Servers,ServerQty,Purpose/ Comments Server,UPS,UPS Qty,Purpose/ Comments UPS,Others,Others Qty,Purpose/ Comments Others,Email Provider,Email Comments,Web Browsing Provider,Web Comments,Cloud Storage,Cloud Comments,Data Base Provider,DB Comments,Service Desk Provider,Telecom and IT Comments,Section 4 - Site Plan,IT Room layout,Fiber Demark,Telecommunications/radio/cellular towers within sight of your building,Does DCD/NNAA have address point for this building?,CAD Drawing or Sketch available and provided to the surveyor,Section 5 Picture Key,Building Front Pic,Building Side Pic,Building Entrance Pic,IT Room Pic,Reception Area/Desk Pic,Telco Services Demarcation Pic,Telco Services Entry Port Pic,Fiber Optic Entry Pic,"Wireless Antennas (Microwave, Cellular, Satellite)  Pic",Router/Telecom Rack Pic,Printers Pic,Wi-Fi Access Points Pic,List of additional (Others),Short Video Clip of the Facilities,Section 6 - Entities,Navajo Head start,Office of Dine Youth,Regional Business Development Office,Navajo Department of Workforce Development,Navajo Department of Veterans Affairs,Office of Labor Relations,Navajo Office of Vital Records,Department of Child Support Enforcement,Community Health Representative/Outreach Program (CHR),Department of Behavioral Health (DBH),Food Distribution Program,Navajo Area Agency on Aging (NAAA),New Dawn Program,Office of Environmental Health & Code Enforcement,Special Diabetes Project,Child Care Development Fund (CCDF),Department of Self Reliance,Department of Family Services,Facilities Maintenance Department,Fleet Management Department,Abandoned Mine Lands Reclamation (AML),Agriculture Department,Land Department,I H S,Senior Citizens Center,Convenience Store ,Commercial Outlets,Multi-purpose Complex,Feed/Tack Store,Solid Waste Transfer Station,Museum,Community Cemetery,Clinic,NTUA Wireless Store/Office,NTUA Regional Office,Cellular One Store,Other Telecommunication Store,Libraries,Churches,School,List of additional (Others) Entities,Fish & Wildlife,Water Resources,Election Administration,Judicial District Courts,Police Districts,Office of Navajo Scholarship & Financial Assistance,Administrative Service Center,Emergency Medical Services,Day Care Centers,DCD/ASC Office,Navajo Department of Transportation,Navajo Water & Sanitation,Navajo Water Development,Criminal Investigations Office,Capital Projects Management Office,Housing Improvement Program,Parks & Recreation,List of additional (Others) 2,Lat,Long
163,Northern,Sanostee,Chapter House,Chapter House,Sanostee_Chapter House,https://tsealnaoztii.navajochapters.org/,,,"John Explain, Jr,",saNostee@navajochapters.org,Clarina,"Clark, CSC",Shelia,"Mitchell, AMS",Sylvia Jordan,,,PO Box 219,Indian SR-5013 & 5010,Sanostee,NM,87461,36 25 36.3 N,108 52 25.8 W,5986.2,858HC4GG+MF,"https://www.google.com/maps/place/36%C2%B025'38.7%22N+108%C2%B052'23.9%22W/@36.427419,-108.8754953,714m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x0!7e2!8m2!3d36.4274187!4d-108.8733123",CT Survey,(505) 723-2702,"(505)723-2703,2707",Executive,Community Development,"8 1/2 Miles west Hwy 491, N34 Rd",,,No,Yes,no,Yes,Team 7,21/11/2017,SIST,derekrharvey@navajo-nsn.gov,928-871-6520,"Johnnie Explain, Jr.",Account Maintenance Specialist,,NTUA Wireless/Ridgeway,5,1,0.36mbps,$113.00 ,$22.60 ,$313.89 ,$159.48 aMC phone survey,Copper,69.160.176.255,0.36,,,,,,,,0.36,,,,,,Frontier,,,  ,,Copper,None,,,,No,,,,,Yes,"Verizon, AT&T, T-Mobile, Sprint, CellularOne",,,,,,No,,,Yes,1,,No,,,no,,,Yes,1,Yes,Yes,4,Yes,1 PA,Yes,4,no,,Yes,1,No,,,no,,,,,,navajochapters.org,,"IE, Chrome, Edge",,None,,None,,None,,,,,,,,,N,N,N,Y,N,Y,N,N,Y,Y,N,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.427419,-108.873312
164,Northern,Sheep Springs,Chapter House,Chapter House,Sheep Springs_Chapter House,https://sheepsprings.navajochapters.org/,,,Sheep Springs Chapter,sheepsprings@navajochapters.org,Kevin,"Begay, CM",Aprilynn,"Begay, AA",Sylvia Jordan,,,PO Drawer I,US-491 & Indian SR 32,Sheep Springs,NM,87364,36 08 31.55 N,108 42 38.97 W,5901.9,858H47RQ+RM,"https://www.google.com/maps/place/36%C2%B008'31.6%22N+108%C2%B042'39.0%22W/@36.142118,-108.7115922,252m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x0!7e2!8m2!3d36.1421184!4d-108.7108237",CT Survey,(505) 732-5408,,Executive,Community Development,"¼ west of 491, behind the convenience store ","Sheep Springs, NM",Sheep Springs Chapter,Yes,no,no,no,Team 7,27/11/2017,PIST,,928-871-6520,Patricia D. Begay,Chapter Manager,,Frontier/Hughes net,5,1,5.85 mbps,$236.90 ,$47.38 ,$40.50 ,$250 AMC phone survey,"Copper, Satellite",,5.85,,,,,,,,5.85,,,,,,Frontier,,$441.38 ,  ,,Copper,None,,,,No,,,,,Yes,Verizon  tat T-Mobile   sprint CellularOne,,,,,,Yes,7,,Yes,2,,No,,,no,,,Yes,1,no,Yes,7,Yes,,Yes,5,no,,Yes,1,No,,,no,,,,,,Navajochapters.org,,"Edge, Chrome, IE",,None,,None,,None,,,,,,,,,N,N,N,Y,N,Y,Y,N,Y,Y,N,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.142118,-108.710824
181,Northern,Shiprock,Chapter House,Chapter House,Shiprock_Chapter House,,,,"Michele Peterson, CSC",shiprock@navajochapters.org,Michelle,"Peterson, CSC",Charleston,"Jones, AMS",No,mpeterson@navajochapters.org,,PO Box 3810,US-64 & US-491,Shiprock,NM,87420,36 47 8.28 N,108 40 44.58 W,4914.7,858HQ8PC+79,"https://www.google.com/maps/place/Shiprock+Chapter+House,+Shiprock,+NM+87420/@36.7857238,-108.6814126,17z/data=!3m1!4b1!4m5!3m4!1s0x873bb65ae6140867:0xbf23f590e86f80ca!8m2!3d36.7857195!4d-108.6792239?hl=en",CT Survey,(505) 368-1081,(505) 368-1088,Executive,Community Development,,,,No,no,,,Team 7,18/10/2017,Pist,,928-871-6520,Michele Peterson,CSC,,Frontier/ NTUA Wireless ,5,1,1.91 G/2.2 10G,$477.08 ,$95.42 ,  ,$50 AMC phone survey,"Copper, Fiber",,1.91,2.2,,,,,,,,,,,,,Frontier,6,, $-   ,,Copper,None,,,,No,,,Yes,,Yes,Verizon tat NTUAW  CellularOne,,,,,,Yes,6,,Yes,3,"Choice wireless AP, (1) Frontier modem, (1) Netgear",Yes,1,,no,,,Yes,3,Yes,Yes,8,no,,Yes,3/1. ,Yes,,Yes,1,No,,,Yes,,,,,,Gmail,,Google & IE,,None,Looking into IT services-Info Tech (None charge) / NTUA -buy,MIP/ITG NM,,None,,,,,,,,,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.785722,-108.679223
182,Northern,Sweetwater,Chapter House,Chapter House,Sweetwater_Chapter House,tolikan.navajochapters.org,(928) 429-0977,8AM–5PM,"Arnold Slowman/ Kathy Nevayaktewa, admin asst",sweetwater@navajochapters.org,(Vacant),,Sheldon,"Smiley, AA",Red Mesa School's IT,,,PO Box 105,"Indian Rte 35, Red Mesa, AZ",Teecnospos,AZ,86514,36 51 09.38 N,109 25 30.60 W,5314.6,858GVH3F+2W,"https://www.google.com/maps/place/Sweetwater+Chapter+House/@36.8524125,-109.4277108,17z/data=!3m1!4b1!4m5!3m4!1s0x873a0f828405fea1:0xe8663092ef92a193!8m2!3d36.8524082!4d-109.4255221?hl=en",AMC Survey,(928) 429-0977,Sweetwaterchapter@hotmail.com,Executive,Community Development,,,,Yes,Not reported,,,Michael A. Tsosie,29/11/2017,Senior Network Specialist,michaeltsosie@navajo-nsn.gov,928-871-6016,Chantie Harnson,Office Assistant,,Farmers Telecommunication,,,,$99.99 ,  ,$80.64 ,AMC phone survey,,,1.24,1.16,,,,,,,1.24,1.16,,,,,CellularOne,,,  ,,,,,,,,,,,,Yes,NTUAW/CellularOne,,,,"IT: Cory Johnson, Interlinks Solutions (Farmington NM). NO FAX: now, scan to pdf and email. Wild Blue, Colorado (satellite) 130/month quotes $1K/month, Hughes Net: $130/140/month (upgrade)",,Yes,,,Yes,1,,Yes,1,,,,,Yes,1,,Yes,5/.6,no,2 computers for public use,Yes,,no,,no,,,,,,5,,,,,gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.85241,-109.425522
184,Northern,Teec Nos Pos,Chapter House,Chapter House,Teec Nos Pos_Chapter House,teecnospos.navajochapters.org,(928) 656-3662,8AM–5PM,Steven Benally,teecnospos@navajochapters.gov,Steven S.,"Benally, CSC",Matilda,"Begay, AMS",,,,PO Box 106,5114 NN Road Higway 160,Teecnospos,AZ,86514,36 54 37.92 N,109 6 19.38 W,5272,858GWV6V+6R,"https://www.google.com/maps/place/Shiprock+Chapter+House,+Shiprock,+NM+87420/@36.7936686,-108.6917758,14.84z/data=!4m5!3m4!1s0x873bb65ae6140867:0xbf23f590e86f80ca!8m2!3d36.7857195!4d-108.6792239?hl=en",CT Survey,(928) 656-3662,,Executive,Community Development,,,,No,No,Yes,,Tyler Capitan,29/11/2017,AMS,teecnospos@navajochapters.org,928-656-3662,Matilde Begay,,,Frontier,5,1,DSL,, $-   , $-   ,,Copper,,1.03,0.13,,0.8,0.1,,0.36,,0.73,0.12,,4 hops,17 hops,15 hops,Frontier,,,  ,,,,,,,,,,,,Yes,CellularOne,,,,"Demark:  N 36ª54,636´  W109ª06,325´ ELEVATION 5264 ft",,Yes,3,,,,,,1,DSL modem,,,,Yes,1,no,Yes,3,,,Yes,3,,,Yes,1,,,,,,,,,,navajochapters.org,,,,,,,,frontier help,or Silvia Norbert,,,,,,,,Y,Y,N,N,N,N,N,N,N,N,N,N,,N,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,"wellness center, apache county, NTU college",,,,,,,,,,,,,,,,,,,36.911105,-109.105407
188,Northern,Toadlena/TwoGreyHills,Chapter House,Chapter House,Toadlena/TwoGreyHills_Chapter House,navajochapters.org,(505) 789-3100,8AM–5PM,Linda M. Johnson,twogreyhills@navajochapters.org,Linda M.,"Johnson, CM",Patricia A.,"Foghorn, AA",Corey Johnson,InterLinx,InterLinx 505-325-0652,PO Box 7894,Indian SR-5000 & SR 5001,Newcomb,NM,87455,36 14 19.0 N,108 48 16.9 W,5916,858H65QW+C4,"https://www.google.com/maps/search/Toadlena%2FTwoGreyHills+chapter+house/@36.238166,-108.8739241,13z?hl=en",CT Survey,(505) 789-3100,,Executive,Community Development,"Junction of N5000 and N5001 in Two Grey Hills, NM",505-789-3100,TDLA/TGH Chapter House,Yes,no,no,no,Team 7,27/11/2017,IST,hsleuth@navajo-nsn.gov,928-871-6520,Linda M. Johnson,Manager,,NTUA,5,1,3.90 mbps,$83.95 ,$16.79 ,$21.53 ,,,,3.9,1.93,,,,,,,3.9,1.93,,,,,Frontier,2,, $-   ,,Copper,None,,,,No,,,,,Yes,Verizon tat T-Mobile sprint CellularOne,,,,,,,,,,,,,,,,,,Yes,1,no,Yes,3,no,,Yes,3,no,,Yes,1,No,,,no,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,,N,,Yes,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.238581,-108.804846
189,Northern,Upper Fruitland,Chapter House,Chapter House,Upper Fruitland_Chapter House,navajochapters.org,(505) 960-5032,,"Linaria Dixon, President",upperfruitland@navajochapters.org,Marlene,"Palmer, CM ",Beulah,"Pete, Acting AA",N/A,N/A,,PO Box 1257,Indian SR 5085Old N 36 Rd,Fruitland,NM,87416,36 42 51.6 N,108 20 43.9 W,5215.9,858HPM73+PQ,"https://www.google.com/maps/place/Upper+Fruitland+Chapter+House/@36.7144083,-108.3476327,17z/data=!3m1!4b1!4m5!3m4!1s0x873b975a971ef22f:0xd9492b7bbaf5e264!8m2!3d36.714404!4d-108.345444?hl=en",CT Survey,(505) 960-5032,(505) 960-9811,Executive,Community Development,N36/N562 Building F006-001.  Upper Fruitland,N/A,N/A,Yes,no,Yes,no,Primeaux Youbella,29/01/2018,Network Specialist,pyoubella@navajo-nsn.gov,928-871-6931,Percella D,Record Clerk,,Sacred Wind,15,5,14.97 dn/1.18 up,$120.00 ,$8.00 ,  ,AMC phone survey,Fiber,1.99E+11,14.97,1.18,,,,,,,,,,,,,Sacred Wind,4,, $-   ,,Copper,N/A,,,copper,No,,,Yes,Sacred Wind Fiber Optic Line,Yes,Verizon tat T-Mobile NTUAW CellularOne,no,,,"911 connect to san Juan county police department, San Juan transfer to Shiprock PD.  Any Relevant or specific information related to the local network",,Yes,4,,Yes,1,comtrend nexus Link 3100u VDSL2 Bonded CPE router,Yes,,Centre Com FS724i 24 port switch,no,,,Yes,1,Yes,Yes,4,Yes,free access to community,Yes,5,no,,Yes,1,No,,505-960-5033,Yes,4,,None,,,Navajochapters.org,,Internet Explorer,,N/A,,N/A,,Staples and Best Buy,Staples and Best buy are the 3rd party IT. Chapter Purchase supplies and gest technical support from 3rd party,,,,,,,,Y,N,Y,N,N,N,N,N,N,Y,N,Y,,N,,Yes,,,,Yes,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,36.714406,-108.345444
190,Western,Birdsprings,Chapter House,Chapter House,Birdsprings_Chapter House,tsidiitoii.navajochapters.org,(928) 686-3266,8AM–5PM,,,Geneva,"Sangster, CM",(Vacant),,,,,"HC 61, Box K",Indian Rte 6814 & Indian Rte 15,Winslow,AZ,86047,35 18 23.74 N,110 45 53.83 W,4767.4,857F864P+J2,"https://www.google.com/maps/place/Birdsprings+Chapter+Dome/@35.3064229,-110.767151,17z/data=!3m1!4b1!4m5!3m4!1s0x872e19cc3d75dcf1:0xcc990bbc31d1dcf3!8m2!3d35.3064185!4d-110.7649623?hl=en",CT Survey,(928) 686-3266,(928) 686-3267,Executive,Community Development,,,,Yes,Not reported,,,,,,,,,,,LBI Sat LLC ,,,,,  ,  ,N/A AMC phone survey,"Wireless, Satellite",,,,,,,,,,,,,,,,Frontier,,,  ,,,,,,,,,,,,Yes,NTUAW/CellularOne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.30642,-110.764961
192,Western,Bodaway/Gap,Chapter House,Chapter House,Bodaway/Gap_Chapter House,bodaway.navajochapters.org,(928) 283-3493,8AM–5PM,Emerita Baker,ebaker@navajochapters.org,Joelynn,"Ashley, CM",Syndi,"Tsinnigine, OA",Sylvia Jordan,sjordan@nndcd.org,,PO Box 1546,"US-89 & Copper Mine Rd, Cameron, AZ",The Gap,AZ,86020,36 18 12.85 N,111 27 30.36 W,5294.6,858C8G3R+CJ,"https://www.google.com/maps/place/Gap+Chapter+House/@36.3036328,-111.4606361,17z/data=!3m1!4b1!4m5!3m4!1s0x8733c06f246c7509:0x2445f9dea93e255!8m2!3d36.3036285!4d-111.4584474?hl=en",CT Survey,(928) 283-3493,"(928) 283-3494,3491",Executive,Community Development,Across from Bodaway Gap Chapter Office; Note: Chapter House does not have any offices or network services,,,Yes,Yes,no,no,Norbert Nez,11/05/2017,IT Manager,nnez@nndcd.org,928-871-7181,,,,,,,,,  ,  ,,,,,,,,,,,,,,,,,,,,,  ,,,N/A,,,,No,,,,,Yes,Verizon NTUAW,,,,Cellular Technologic CDMA,,No,,,no,,,No,,,no,,,No,,,no,,,,no,,,,no,,No,,,no,,,,,,,,,,,,,,,,,,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,GPS COORDINATES,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.30363,-111.458447
195,Western,Cameron,Chapter House,Chapter House,Cameron_Chapter House,cameron.navajochapters.org,(928) 679-2323,,"The Cameron Chapter House is currently condemned.  Therefore, no assessment form was filled out.",,Chris,"Benally, CSC",Billie,"Baldwin, AMS",,,,PO Box 669,US-89,Cameron,AZ,86020,35 52 10.18 N,111 24 56.70 W,4289.4,857CVH9M+QM,"https://www.google.com/maps/place/Cameron+Chapter+House/@35.8688676,-111.4185067,17z/data=!4m5!3m4!1s0x8733cb76efd3edf9:0x19e2e72b831804e!8m2!3d35.8688633!4d-111.416318?hl=en",AMC Survey,(928) 679-2323,,Executive,Community Development,,,,No,Not reported,,,,,,,,,,,,,,,,  ,  ,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,Yes,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,N,N,N,N,N,N,N,N,N,GPS COORDINATES,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.868865,-111.416317
203,Western,Chilchinbeto,Chapter House,Chapter House,Chilchinbeto_Chapter House,,(928) 697-5680,8AM–5PM,Evelyna Gray,Chilchinbeto@navajochapters.org,Evelyna,"Gray, CM",Rose M.,"Gillis, AA",Tim Anderson Zask Solutions,info@zasksolutions.com,928-209-0203,PO Box 1681,Hwy 160 & Route 59 Chilchinbeto,Kayenta,AZ,86033,36 31 40.77 N,110 04 55.63 W,5949.5,858FGWH9+55,"https://www.google.com/maps/place/Chilchinbeto+Chapter+Administration+Building/@36.5279285,-110.0843811,17z/data=!3m1!4b1!4m5!3m4!1s0x8730e91af3355b09:0x85d80fa8514a4e4e!8m2!3d36.5279242!4d-110.0821924?hl=en",CT Survey,(928) 697-5680,(928) 697-5681,Executive,Community Development,"Navajo route 59, behind Canyonlands Clinic",,,Yes,No,Yes,Yes,Theran Tallsalt / Sammie Legah III,27/11/2017,,,,Evelyna Gray,Chapter Manager,,Frontier,5,1,DSL,, $-   ,  ,,"Copper, Wireless",,,,,,,,,,,,,,,,Frontier,3,, $-   ,,Copper,,,,,No,,,,,Yes,"AT&T , T-Mobile, CellularOne",no,,,,,Yes,15,,Yes,,,Yes,1,,NO,,,Yes,1,NO,Yes,7,Yes,Wishing DCD would clean up demark room and fix computer.  Removal of obsolete computers(2 computers are for public use),Yes,3,NO,,Yes,1,No,,,Yes,2,,,,,Division of Community Development,,Frontier,,,,,,,,,,,,,,,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,fire escape plan,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.527927,-110.082193
204,Western,Coalmine Canyon,Chapter House,Chapter House,Coalmine Canyon_Chapter House,navajochapters.org,,8AM–5PM,Marian Bowman,Marian.bowman@navajochapters.org,Marian,"Bowman, CSC",Kristen D.,"Charley, AMS",Sylvia Jordan,sjordan@nndcd.org,,PO Box 742,Indian Rte 6032 & SR-64,Tuba City,AZ,86045,35 59 38.00 N,111 01 58.00 W,5903.9,857CXXV8+HV,"https://www.google.com/maps/place/Coalmine+Canyon+Chapter/@35.9938179,-111.0348527,17z/data=!3m1!4b1!4m5!3m4!1s0x873186cd753b7c7b:0xb447c1931a9e2681!8m2!3d35.9938136!4d-111.032664?hl=en",CT Survey,No Landline,coalmine@navajochapters.org,Executive,Community Development,Hwy 264; 20 miles east of Tuba City,,,No,Yes,no,,Norbert Nez,11/05/2017,IT Manager,nnez@nndcd.org,928-871-7181,,,,NTUA Wireless,2,1,2 mbps,$84.75 ,$42.38 ,  ,,Wireless,,,,,,,,,,,,,,,,NTUAW,,,  ,,,N/A,,,,No,,,,,Yes,Verizon NTUAW Cellularone,,,,Cellular Technologic CDMA/GSM ,,No,,NTUAW,Yes,,NTUAW,Yes,,NTUAW,no,,,Yes,,no,Yes,9,no,7 laptops and 2 desktops,Yes,7,no,,no,,No,,,,2,Desktop computers,,,,GOOGLE,Navajochapters.org,NTUAW,,Google Drive,,N/A,,DCD,,,,,,,,,Y,N,N,N,N,N,N,N,N,Y,Y,N,GPS COORDINATES,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.993815,-111.032664
206,Western,Coppermine,Chapter House,Chapter House,Coppermine_Chapter House,coppermine.navajochapters.org,(928) 691-1109,8AM–5PM,"Duane S. Tsinigine, CSC",coppermine@navajochapters.org; dstsinigine@navajochapters.org,(Vacant),,Roylentia,"Begay, OS (T)",,syl@navajochapters.org,,PO Box 1323,"Indian Rte 6210, Coppermine",Page,AZ,86040,36 37 08 N,111 27 11 W,5945.5,858CJG9W+HQ,"https://www.google.com/maps/place/Coppermine+Chapter/@36.6195614,-111.455605,17z/data=!4m5!3m4!1s0x8733f4de4c20d551:0x6bdff9946c355d31!8m2!3d36.6195571!4d-111.4534163?hl=en",CT Survey,(928) 691-1109,coppermine_chapter@hotmail.com,Executive,Community Development,21 miles South of Page AZ. Mile post 23 and 1 mile west of N20 Coppermine road,,,No,No,No,,Sylvia Jordan,01/10/2017,Principal IT,sjordan@nndcd.org,(928) 871-7213,,,,NTUA Wireless,20,3,21.23 dn/ 2.56 up,$80.00 ,$4.00 ,  ,AMC phone survey,Wireless,,21.23,2.56,,,,,,,,,,,,,NTUAW,,$20.00 ,  , AMC phone survey ,"Copper, Wireless",,,,,No,,,,,Yes,NTUAW CellularOne other,no,,,,,Yes,1,,Yes,,,NO,1,Trendnet Router,Yes,,,Yes,1,,Yes,4,NO,,Yes,6,NO,,NO,,No,,,NO,,,,,,navajochapters.org; Google Domain,,Real Time Solutions,,navajochapters.org; Google Domain,,None,,NONE,,,,,,,,,Y,Y,Y,N,N,N,N,N,N,N,N,N,fire escape plan,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.61956,-111.453417
207,Western,Dennehotso,Chapter House,Chapter House,Dennehotso_Chapter House,dennehotso.navajochapters.org,(928) 658-3300,8AM–5PM,Matthew Austin,dennehotso@navajochapters.org,Matthew,"Austin, CM",Maricelyn,"Smith-Williams,AA",Matthew Austin,DCD,,PO Box 2301,US-160,Dennehotso,AZ,86535,36 50 25.95 N,109 51 6.72 W,5031.2,858GR4RX+67,"https://www.google.com/maps/place/Dennehotso+Chapter/@36.8405645,-109.8527428,19z/data=!3m1!4b1!4m5!3m4!1s0x8730b1329275d787:0xd5c47a236395e669!8m2!3d36.8405634!4d-109.8521956?hl=en",CT Survey,(928) 658-3300,(928) 658-3301,Executive,Community Development,¼ mile North of MP 417 on US Highway 160,5534,,Yes,Yes,No,Yes,Theran Tallsalt / Sammie Legah III,27/11/2017,,,,Matthew Austin,Chapter Manager,,Frontier,5,1,DSL,, $-   ,  ,,"Copper, Wireless",74. 42. 235. 125,,,,,,,,,,,,,,,Frontier,4,, $-   ,,Copper,,,,,No,,,,,Yes,Verizon AT&T Cellular-one,,,,,,Yes,24,,Yes,1,,Yes,1,,NO,,,Yes,1,Yes,Yes,7,Yes,2 used for public use,Yes,2,,,Yes,1,No,,,Yes,4,OFFICE USE,,,,Division of Community Development,,Frontier,,,,,,,,,,,,,,,Y,Y,Y,N,N,Y,N,N,N,N,N,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.840566,-109.852195
209,Western,Inscription House,Chapter House,Chapter House,Inscription House_Chapter House,tsahbiikin.navajochapters.org,(928) 672-2902,8AM–5PM,,,Earl L.,"Sombrero, CM",Merlina,"Whitethorne, AA",,,,PO Box 1755,"Indian Rte 16, Shonto, Az",Kaibeto,AZ,86053,36 39 0.39 N,110 45 44.60 W,6723.8,858FM62Q+22,"https://www.google.com/maps/place/Navajo+Inscription+House+Chapter/@36.6501366,-110.7645854,17z/data=!3m1!4b1!4m5!3m4!1s0x873164383af2f651:0x10bf05fabd38d360!8m2!3d36.6501323!4d-110.7623967?hl=en",CT Survey,(928) 672-2337,"(928) 672-2902,2903",Executive,Community Development,,,,Yes,Not reported,,,,,,,,,,,Hughes Net,,,,,  , $-   ,,Satellite,,0.8,0.8,,,,,,,0.8,0.8,,,,,Frontier,,,  ,,,,,,,,,,,,Yes,CellularOne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,GPS COORDINATES,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.650133,-110.762397
